user_id,signup_date,country,company_size,plan_type,monthly_price,sessions_per_month,feature_usage_score,support_tickets,payment_failures,last_active_date,churned,churn_date,tenure_months,total_revenue,ltv_12m,industry,acquisition_channel,billing_period,seats_purchased,discount_pct,payment_method
U0000925,2024-05-14,IN,17,Starter,68.46,11,29,2,0,2025-12-31,0,NULL,20,1369.10,821,E-commerce,marketplace,monthly,3,2.26,card
U0000926,2024-10-19,US,19,Starter,53.24,22,49,1,0,2025-12-31,0,NULL,15,798.67,639,DevTools,organic,monthly,3,12.72,card
U0000927,2024-11-14,US,3,Starter,54.46,6,52,1,0,2025-12-31,0,NULL,14,762.45,654,SaaS,paid,monthly,1,2.58,card
U0000928,2024-06-16,US,17,Business,465.37,26,37,1,1,2025-12-31,0,NULL,19,8841.98,5584,DevTools,partner,monthly,5,3.25,card
U0000929,2024-10-27,US,4,Business,420.18,19,43,0,0,2025-12-31,0,NULL,15,6302.69,5042,Media,marketplace,monthly,1,2.80,card
U0000930,2024-09-21,AU,24,Starter,78.54,9,19,1,0,2025-12-31,1,2025-12-31,16,1256.63,942,EdTech,paid,monthly,5,6.30,card
U0000931,2024-08-21,NL,64,Pro,318.88,29,31,0,0,2024-10-31,1,2024-10-31,3,956.63,957,Media,paid,monthly,17,9.31,card
U0000932,2024-06-04,US,18,Starter,63.37,16,38,3,1,2025-05-31,1,2025-05-31,12,760.41,760,SaaS,partner,monthly,4,3.08,card
U0000933,2024-09-05,US,16,Business,416.97,31,33,2,0,2025-12-31,0,NULL,16,6671.55,5004,Media,organic,annual,6,5.96,card
U0000934,2024-07-04,AU,27,Pro,190.12,26,18,0,0,2025-12-31,0,NULL,18,3422.20,2281,SaaS,organic,monthly,6,8.93,card
U0000935,2024-01-26,BR,22,Starter,59.29,12,16,1,1,2025-12-31,0,NULL,24,1422.98,711,E-commerce,organic,annual,3,2.79,card
U0000936,2024-10-20,US,75,Enterprise,1449.64,79,63,1,1,2025-12-31,0,NULL,15,21744.60,17396,SaaS,organic,annual,30,13.88,card
U0000937,2024-08-07,FR,10,Business,396.79,15,3,1,0,2025-12-31,0,NULL,17,6745.37,4761,E-commerce,organic,annual,4,5.28,card
U0000938,2024-06-06,FR,38,Starter,78.42,18,23,0,0,2025-12-31,0,NULL,19,1489.99,941,Media,outbound,monthly,8,10.08,card
U0000939,2024-01-14,DE,19,Pro,190.72,16,27,1,0,2025-12-31,0,NULL,24,4577.17,2289,SaaS,marketplace,monthly,4,8.18,card
U0000940,2025-01-16,FR,5,Starter,52.82,7,18,0,0,2025-10-31,1,2025-10-31,10,528.22,528,Logistics,paid,monthly,1,4.69,card
U0000941,2024-07-12,US,25,Starter,64.64,10,26,3,1,2025-08-31,1,2025-08-31,14,904.90,776,FinTech,organic,monthly,4,7.50,card
U0000942,2024-11-18,BR,45,Pro,303.85,30,30,1,1,2025-12-31,0,NULL,14,4253.90,3646,SaaS,paid,monthly,14,5.57,card
U0000943,2024-03-28,US,91,Business,792.72,49,61,1,0,2025-12-31,0,NULL,22,17439.91,9513,DevTools,outbound,monthly,32,14.08,card
U0000944,2024-02-27,NL,5,Starter,54.85,9,53,1,0,2024-08-31,1,2024-08-31,7,383.97,384,E-commerce,organic,monthly,1,7.24,card
U0000945,2024-03-06,NL,11,Pro,183.23,17,25,2,0,2025-12-31,1,2025-12-31,22,4031.09,2199,SaaS,paid,monthly,3,1.56,card
U0000946,2024-12-21,IN,23,Starter,79.50,21,50,0,0,2025-12-31,0,NULL,13,1033.50,954,DevTools,outbound,monthly,6,1.55,card
U0000947,2024-10-27,US,2,Pro,177.38,8,37,1,0,2025-12-31,0,NULL,15,2660.64,2129,E-commerce,partner,monthly,1,7.12,card
U0000948,2024-03-26,NL,14,Pro,182.66,17,35,1,1,2025-12-31,0,NULL,22,4018.48,2192,SaaS,organic,monthly,3,0.58,card
U0000949,2024-05-03,US,33,Pro,204.05,26,31,1,1,2025-12-31,0,NULL,20,4081.00,2449,Media,paid,monthly,7,10.67,card
U0000950,2024-03-19,GB,145,Starter,129.25,27,25,3,0,2025-12-31,0,NULL,22,2843.60,1551,E-commerce,marketplace,annual,28,27.26,card
U0000951,2024-06-04,GB,32,Business,561.35,52,75,1,0,2025-12-31,0,NULL,19,10665.61,6736,FinTech,marketplace,monthly,11,7.17,card
U0000952,2024-05-19,US,6,Pro,140.33,23,63,0,0,2025-12-31,0,NULL,20,2806.58,1684,SaaS,organic,monthly,1,9.39,card
U0000953,2024-12-04,SG,37,Starter,91.40,10,8,3,0,2025-07-31,1,2025-07-31,8,731.18,731,SaaS,paid,monthly,9,9.36,invoice
U0000954,2024-11-17,US,54,Pro,316.12,25,30,1,1,2025-04-30,1,2025-04-30,6,1896.74,1897,SaaS,outbound,annual,16,4.68,card
U0000955,2024-08-20,GB,3,Starter,45.07,6,23,3,0,2025-07-31,1,2025-07-31,12,540.83,541,SaaS,paid,annual,1,9.06,card
U0000956,2024-07-22,US,31,Business,515.97,22,34,1,0,2025-03-31,1,2025-03-31,9,4643.69,4644,FinTech,partner,monthly,10,3.06,card
U0000957,2024-03-09,US,138,Enterprise,1785.24,115,91,0,0,2025-12-31,0,NULL,22,39275.31,21423,SaaS,partner,annual,52,18.57,card
U0000958,2024-10-19,IN,34,Starter,73.46,20,38,0,0,2025-12-31,0,NULL,15,1101.95,882,DevTools,organic,monthly,5,16.60,invoice
U0000959,2024-11-06,CA,22,Pro,230.07,46,92,0,0,2025-12-31,0,NULL,14,3221.03,2761,DevTools,outbound,monthly,7,4.87,card
U0000960,2024-01-24,US,9,Starter,58.22,11,35,0,0,2025-12-31,0,NULL,24,1397.38,699,E-commerce,paid,annual,2,3.32,invoice
U0000961,2024-08-14,FR,10,Starter,59.73,12,25,5,0,2025-09-30,1,2025-09-30,14,836.25,717,DevTools,paid,monthly,2,1.74,card
U0000962,2024-10-05,US,155,Business,995.33,96,51,0,0,2025-12-31,0,NULL,15,14929.91,11944,FinTech,organic,annual,57,13.86,invoice
U0000963,2024-07-05,CA,21,Pro,226.31,16,28,2,0,2024-11-30,1,2024-11-30,5,1131.54,1132,SaaS,paid,monthly,6,2.02,card
U0000964,2024-01-02,BR,52,Business,551.77,44,31,0,0,2025-12-31,0,NULL,24,13242.54,6621,FinTech,marketplace,monthly,16,18.65,card
U0000965,2025-01-04,US,70,Pro,300.75,65,54,0,0,2025-12-31,0,NULL,12,3608.97,3609,SaaS,organic,annual,17,7.03,card
U0000966,2024-04-13,US,54,Business,537.31,32,15,1,1,2025-12-31,1,2025-12-31,21,11283.47,6448,FinTech,partner,annual,19,8.65,card
U0000967,2024-09-16,US,25,Starter,64.69,26,51,1,0,2025-12-31,0,NULL,16,1035.03,776,E-commerce,paid,monthly,6,23.13,card
U0000968,2024-03-23,US,33,Pro,205.44,23,45,2,0,2025-12-31,0,NULL,22,4519.62,2465,FinTech,organic,monthly,8,12.85,card
U0000969,2024-08-15,NL,5,Starter,39.71,4,16,1,1,2025-11-30,1,2025-11-30,16,635.32,476,SaaS,organic,annual,1,9.27,card
U0000970,2024-11-10,CA,9,Starter,61.74,9,25,2,0,2025-12-31,0,NULL,14,864.37,741,E-commerce,organic,monthly,2,8.40,card
U0000971,2024-04-20,FR,24,Starter,75.79,28,46,1,0,2025-12-31,0,NULL,21,1591.55,909,Logistics,partner,monthly,5,6.64,card
U0000972,2024-06-21,FR,73,Starter,118.80,30,35,1,0,2025-12-31,0,NULL,19,2257.26,1426,SaaS,outbound,monthly,16,10.27,invoice
U0000973,2024-07-08,CA,285,Pro,747.20,38,37,3,0,2025-12-31,0,NULL,18,13449.68,8966,Logistics,outbound,annual,66,16.38,invoice
U0000974,2024-11-21,US,16,Pro,197.07,30,46,2,0,2025-12-31,1,2025-12-31,14,2759.01,2365,E-commerce,organic,monthly,5,1.44,card
U0000975,2024-08-09,US,99,Pro,320.17,23,21,2,0,2025-12-31,0,NULL,17,5442.86,3842,SaaS,paid,monthly,22,20.08,card
U0000976,2024-10-22,US,57,Business,640.89,47,51,1,1,2025-12-31,0,NULL,15,9613.37,7691,DevTools,paid,annual,21,12.94,card
U0000977,2024-01-28,US,15,Pro,201.46,40,89,1,0,2025-12-31,0,NULL,24,4835.13,2418,SaaS,organic,monthly,4,4.08,invoice
U0000978,2024-10-15,US,20,Starter,72.71,13,3,1,0,2025-12-31,0,NULL,15,1090.69,873,FinTech,partner,monthly,4,1.40,card
U0000979,2024-05-04,IN,7,Business,493.63,18,29,3,0,2024-07-31,1,2024-07-31,3,1480.89,1481,FinTech,paid,monthly,3,3.04,card
U0000980,2024-08-26,US,62,Enterprise,1507.16,48,30,2,0,2025-12-31,0,NULL,17,25621.74,18086,FinTech,marketplace,monthly,23,19.55,card
U0000981,2024-08-16,US,145,Pro,461.61,62,56,1,0,2025-12-31,0,NULL,17,7847.36,5539,E-commerce,marketplace,annual,43,16.71,card
U0000982,2024-12-21,AU,18,Pro,188.87,62,84,0,0,2025-12-31,0,NULL,13,2455.37,2266,SaaS,organic,monthly,4,4.58,card
U0000983,2024-12-18,SG,24,Starter,59.61,18,39,1,0,2025-12-31,0,NULL,13,774.97,715,DevTools,partner,monthly,3,7.95,card
U0000984,2024-01-17,US,51,Pro,312.76,39,54,1,1,2025-12-31,0,NULL,24,7506.35,3753,FinTech,outbound,monthly,15,7.94,card
U0000985,2024-02-09,DE,50,Pro,361.78,33,61,1,0,2025-12-31,0,NULL,23,8320.84,4341,Health,organic,monthly,15,5.29,invoice
U0000986,2024-09-20,US,10,Starter,58.92,3,11,3,1,2025-12-31,0,NULL,16,942.65,707,Health,organic,monthly,2,7.00,card
U0000987,2025-01-25,US,41,Starter,84.14,27,58,1,0,2025-12-31,0,NULL,12,1009.66,1010,E-commerce,organic,monthly,8,14.45,card
U0000988,2024-01-17,US,19,Pro,178.64,18,19,1,0,2025-12-31,0,NULL,24,4287.33,2144,Logistics,paid,monthly,4,5.53,card
U0000989,2024-08-20,IN,94,Business,748.21,83,93,1,0,2025-12-31,0,NULL,17,12719.62,8979,DevTools,organic,monthly,26,7.52,card
U0000990,2024-09-26,US,54,Starter,94.19,14,13,2,0,2025-12-31,0,NULL,16,1506.97,1130,FinTech,paid,monthly,12,13.08,card
U0000991,2024-03-07,DE,7,Pro,166.93,15,39,2,0,2025-12-31,0,NULL,22,3672.47,2003,DevTools,organic,monthly,2,4.16,card
U0000992,2024-06-18,GB,27,Starter,69.69,27,25,1,0,2025-09-30,1,2025-09-30,16,1115.06,836,DevTools,organic,monthly,6,15.51,card
U0000993,2024-05-11,US,66,Business,757.36,58,62,2,0,2025-12-31,0,NULL,20,15147.26,9088,DevTools,organic,monthly,23,8.26,card
U0000994,2025-01-24,IN,31,Starter,79.61,20,28,1,0,2025-12-31,0,NULL,12,955.27,955,E-commerce,paid,monthly,7,15.99,card
U0000995,2024-03-22,BR,8,Starter,56.61,17,54,0,0,2025-12-31,0,NULL,22,1245.33,679,EdTech,paid,monthly,2,2.16,card
U0000996,2024-12-24,IN,4,Business,385.46,14,55,1,1,2025-12-31,0,NULL,13,5010.92,4625,SaaS,paid,monthly,1,5.22,card
U0000997,2024-01-11,GB,11,Starter,60.05,6,25,1,1,2025-12-31,0,NULL,24,1441.08,721,E-commerce,organic,monthly,2,5.56,card
U0000998,2024-01-02,US,14,Pro,175.60,43,87,0,0,2025-12-31,0,NULL,24,4214.35,2107,SaaS,outbound,annual,4,8.27,card
U0000999,2024-04-20,CA,12,Starter,63.41,33,74,2,0,2025-12-31,0,NULL,21,1331.59,761,FinTech,paid,monthly,3,11.83,card
U0001000,2024-12-09,SG,3,Starter,42.10,8,49,1,0,2025-12-31,0,NULL,13,547.36,505,Media,organic,monthly,1,16.98,card
U0001001,2024-06-28,GB,35,Pro,205.19,28,13,1,0,2025-12-31,0,NULL,19,3898.61,2462,E-commerce,organic,annual,11,5.99,card
U0001002,2024-03-19,US,32,Pro,213.12,27,29,0,1,2025-12-31,0,NULL,22,4688.66,2557,Media,marketplace,monthly,8,2.67,card
U0001003,2024-08-15,GB,10,Starter,57.36,10,15,4,0,2025-12-31,0,NULL,17,975.11,688,DevTools,outbound,monthly,2,7.60,card
U0001004,2024-05-19,DE,48,Pro,265.71,25,46,2,0,2025-12-31,0,NULL,20,5314.14,3188,Logistics,outbound,monthly,13,15.27,card
U0001005,2024-06-22,FR,30,Pro,175.84,25,22,1,0,2025-07-31,1,2025-07-31,14,2461.77,2110,SaaS,outbound,annual,7,14.60,card
U0001006,2024-07-11,NL,14,Pro,190.68,27,38,0,0,2025-12-31,0,NULL,18,3432.31,2288,DevTools,organic,monthly,4,7.89,card
U0001007,2024-12-06,DE,33,Starter,72.23,36,57,1,0,2025-12-31,0,NULL,13,939.02,867,SaaS,organic,monthly,7,19.72,card
U0001008,2024-12-24,IN,12,Business,495.38,24,29,3,1,2025-12-31,0,NULL,13,6439.90,5945,E-commerce,partner,monthly,4,0.54,card
U0001009,2024-05-21,GB,33,Starter,68.79,18,13,1,0,2025-12-31,0,NULL,20,1375.75,825,EdTech,organic,annual,6,7.31,card
U0001010,2024-05-03,GB,5,Starter,48.10,27,79,0,0,2025-12-31,0,NULL,20,961.90,577,FinTech,organic,monthly,1,13.02,card
U0001011,2024-02-07,BR,17,Pro,187.18,32,53,0,0,2025-12-31,0,NULL,23,4305.12,2246,EdTech,organic,monthly,5,18.46,card
U0001012,2025-01-11,US,5,Business,417.43,38,84,0,0,2025-12-31,0,NULL,12,5009.14,5009,SaaS,paid,monthly,2,5.44,card
U0001013,2024-10-03,US,38,Pro,207.15,30,37,2,1,2025-12-31,0,NULL,15,3107.20,2486,E-commerce,organic,monthly,8,12.85,card
U0001014,2024-04-14,DE,91,Pro,404.03,61,74,2,0,2025-12-31,0,NULL,21,8484.62,4848,EdTech,organic,monthly,24,6.81,card
U0001015,2024-12-18,US,150,Business,943.35,77,80,1,0,2025-12-31,0,NULL,13,12263.56,11320,FinTech,partner,annual,47,16.73,invoice
U0001016,2024-06-04,US,18,Pro,186.96,37,64,1,0,2025-12-31,0,NULL,19,3552.29,2244,Logistics,paid,monthly,4,10.04,card
U0001017,2024-05-21,GB,6,Starter,47.00,11,16,0,0,2025-12-31,0,NULL,20,940.05,564,E-commerce,partner,monthly,1,18.84,card
U0001018,2025-01-24,FR,53,Pro,238.61,40,48,3,0,2025-12-31,0,NULL,12,2863.33,2863,SaaS,organic,monthly,11,10.85,card
U0001019,2024-09-20,SG,43,Starter,108.64,22,46,2,0,2025-12-31,0,NULL,16,1738.31,1304,Media,paid,monthly,11,7.32,invoice
U0001020,2024-10-02,US,9,Pro,137.25,10,4,1,0,2025-08-31,1,2025-08-31,11,1509.71,1510,SaaS,partner,annual,2,9.58,card
U0001021,2024-10-09,US,56,Business,595.48,40,35,3,1,2025-12-31,0,NULL,15,8932.13,7146,E-commerce,organic,monthly,18,13.60,card
U0001022,2024-09-23,CA,30,Starter,89.23,15,23,0,0,2025-12-31,0,NULL,16,1427.74,1071,Logistics,organic,monthly,7,5.29,card
U0001023,2024-01-13,BR,74,Business,718.80,29,10,1,2,2025-12-31,0,NULL,24,17251.17,8626,Media,organic,monthly,24,18.62,card
U0001024,2024-05-26,US,11,Pro,138.18,10,52,0,0,2025-12-31,0,NULL,20,2763.56,1658,FinTech,paid,annual,3,17.23,card
U0001025,2024-03-25,US,8,Starter,52.94,19,60,0,0,2025-12-31,0,NULL,22,1164.73,635,Health,paid,monthly,1,6.15,card
U0001026,2024-01-03,CA,17,Starter,58.02,23,67,0,0,2025-12-31,0,NULL,24,1392.40,696,SaaS,paid,monthly,3,11.58,card
U0001027,2024-11-18,FR,18,Enterprise,1340.56,56,63,0,0,2025-12-31,0,NULL,14,18767.77,16087,SaaS,marketplace,monthly,7,4.15,card
U0001028,2024-02-13,BR,36,Starter,84.27,38,56,0,0,2025-12-31,0,NULL,23,1938.30,1011,DevTools,organic,monthly,8,20.62,card
U0001029,2024-07-27,CA,22,Starter,70.75,36,77,1,0,2025-12-31,0,NULL,18,1273.51,849,Media,paid,annual,5,5.39,card
U0001030,2024-05-06,NL,26,Starter,80.86,12,12,0,0,2025-08-31,1,2025-08-31,16,1293.73,970,DevTools,organic,monthly,6,8.01,card
U0001031,2024-03-17,US,58,Enterprise,1647.79,43,24,1,0,2025-12-31,0,NULL,22,36251.38,19773,SaaS,partner,monthly,20,8.12,card
U0001032,2024-08-24,AU,14,Starter,71.97,24,50,0,0,2025-12-31,0,NULL,17,1223.47,864,Logistics,organic,monthly,4,10.79,card
U0001033,2024-08-15,DE,11,Business,460.01,29,44,0,0,2025-12-31,0,NULL,17,7820.10,5520,E-commerce,paid,monthly,3,3.84,invoice
U0001034,2024-12-20,US,63,Pro,292.31,59,76,0,0,2025-12-31,0,NULL,13,3800.04,3508,SaaS,marketplace,monthly,17,16.17,invoice
U0001035,2024-11-17,AU,9,Starter,62.27,22,79,2,0,2025-12-31,0,NULL,14,871.78,747,SaaS,paid,monthly,2,1.82,invoice
U0001036,2024-02-09,IN,10,Starter,54.87,21,77,0,0,2025-12-31,0,NULL,23,1262.06,658,Media,partner,monthly,2,6.03,card
U0001037,2024-12-20,DE,14,Starter,61.12,14,35,0,0,2025-12-31,0,NULL,13,794.53,733,SaaS,marketplace,monthly,3,10.37,invoice
U0001038,2024-01-28,CA,15,Pro,195.65,9,14,5,1,2025-10-31,1,2025-10-31,22,4304.30,2348,DevTools,organic,monthly,5,8.63,card
U0001039,2024-07-04,US,89,Business,712.83,48,61,2,0,2025-12-31,0,NULL,18,12830.92,8554,FinTech,marketplace,monthly,25,14.23,card
U0001040,2024-09-06,BR,4,Starter,40.65,14,35,2,0,2025-08-31,1,2025-08-31,12,487.81,488,Logistics,outbound,annual,1,14.25,card
U0001041,2024-01-05,US,38,Pro,232.34,25,16,2,0,2025-12-31,0,NULL,24,5576.22,2788,Logistics,partner,monthly,10,15.89,invoice
U0001042,2024-04-03,FR,33,Pro,223.60,31,39,0,0,2025-09-30,1,2025-09-30,18,4024.88,2683,Media,organic,monthly,9,10.02,card
U0001043,2024-10-10,FR,10,Starter,53.40,13,51,0,0,2025-12-31,0,NULL,15,800.97,641,SaaS,paid,monthly,1,4.26,card
U0001044,2024-11-12,GB,32,Business,541.76,35,28,3,0,2025-12-31,0,NULL,14,7584.59,6501,E-commerce,outbound,monthly,11,5.22,card
U0001045,2024-09-02,NL,42,Pro,239.94,32,25,2,0,2025-12-31,0,NULL,16,3839.10,2879,Health,organic,monthly,12,10.28,card
U0001046,2024-08-03,CA,72,Starter,131.91,30,44,2,0,2025-12-31,0,NULL,17,2242.45,1583,E-commerce,organic,monthly,18,17.03,card
U0001047,2024-01-22,DE,31,Starter,68.27,13,13,2,0,2025-07-31,1,2025-07-31,19,1297.18,819,SaaS,partner,monthly,5,16.03,card
U0001048,2024-12-17,CA,10,Starter,52.85,22,37,2,1,2025-12-31,0,NULL,13,687.10,634,E-commerce,partner,monthly,2,4.72,card
U0001049,2025-01-12,CA,122,Pro,314.49,33,27,2,0,2025-12-31,0,NULL,12,3773.84,3774,E-commerce,organic,annual,26,17.45,invoice
U0001050,2024-06-20,US,27,Pro,194.62,19,14,2,0,2024-07-31,1,2024-07-31,2,389.24,389,SaaS,organic,monthly,6,5.33,card
U0001051,2024-10-03,US,50,Pro,246.68,28,32,2,0,2025-12-31,0,NULL,15,3700.25,2960,EdTech,partner,monthly,11,12.15,invoice
U0001052,2024-06-25,FR,28,Pro,211.58,42,65,0,1,2025-12-31,0,NULL,19,4020.02,2539,Media,organic,monthly,6,11.81,card
U0001053,2024-11-08,US,29,Pro,200.77,17,7,1,2,2025-10-31,1,2025-10-31,12,2409.22,2409,SaaS,marketplace,monthly,8,10.55,card
U0001054,2024-11-18,IN,31,Pro,205.41,23,36,1,0,2025-12-31,0,NULL,14,2875.72,2465,SaaS,outbound,monthly,9,14.35,card
U0001055,2025-01-26,IN,6,Starter,53.15,10,27,0,0,2025-12-31,0,NULL,12,637.79,638,SaaS,outbound,monthly,1,3.18,invoice
U0001056,2024-02-02,FR,60,Pro,261.07,23,29,0,0,2025-12-31,0,NULL,23,6004.69,3133,SaaS,outbound,monthly,15,20.03,card
U0001057,2024-05-07,US,65,Starter,97.43,19,19,3,0,2025-12-31,0,NULL,20,1948.56,1169,SaaS,partner,monthly,10,11.21,card
U0001058,2024-03-23,SG,49,Pro,253.15,34,28,1,0,2025-12-31,0,NULL,22,5569.25,3038,E-commerce,organic,monthly,11,14.44,card
U0001059,2024-09-10,AU,26,Starter,54.14,22,33,0,0,2025-12-31,0,NULL,16,866.23,650,FinTech,organic,monthly,4,18.66,card
U0001060,2024-12-15,BR,3,Starter,49.21,7,38,4,1,2025-12-31,0,NULL,13,639.67,590,SaaS,partner,monthly,1,6.63,card
U0001061,2024-11-22,CA,10,Business,353.76,20,26,0,1,2024-11-30,1,2024-11-30,1,353.76,354,DevTools,marketplace,monthly,3,12.07,card
U0001062,2024-02-06,DE,22,Business,453.74,41,44,2,0,2025-12-31,0,NULL,23,10435.91,5445,SaaS,organic,monthly,8,12.07,card
U0001063,2024-08-24,US,11,Starter,56.07,11,17,0,0,2025-10-31,1,2025-10-31,15,841.07,673,SaaS,marketplace,monthly,2,15.55,invoice
U0001064,2024-12-18,US,35,Starter,68.24,19,36,1,0,2025-12-31,0,NULL,13,887.07,819,Logistics,partner,monthly,6,8.75,card
U0001065,2025-01-16,IN,46,Starter,89.68,41,62,0,0,2025-12-31,0,NULL,12,1076.19,1076,EdTech,organic,monthly,8,5.03,card
U0001066,2024-10-14,FR,17,Starter,70.31,22,50,0,0,2025-12-31,0,NULL,15,1054.67,844,Media,organic,monthly,3,0.87,card
U0001067,2024-04-17,US,5,Starter,49.63,15,53,0,1,2025-12-31,0,NULL,21,1042.25,596,Health,organic,annual,1,6.91,card
U0001068,2025-01-11,US,4,Starter,50.14,18,49,0,0,2025-12-31,0,NULL,12,601.64,602,Logistics,paid,monthly,1,7.32,card
U0001069,2024-07-06,GB,10,Starter,55.03,23,56,2,1,2025-12-31,0,NULL,18,990.49,660,FinTech,partner,monthly,3,15.46,card
U0001070,2024-04-23,FR,52,Business,689.13,28,6,2,0,2025-10-31,1,2025-10-31,19,13093.43,8270,DevTools,paid,monthly,19,7.73,card
U0001071,2025-01-12,IN,90,Pro,473.76,17,28,2,0,2025-12-31,0,NULL,12,5685.14,5685,Health,organic,monthly,26,8.70,card
U0001072,2024-08-18,GB,22,Pro,225.15,22,33,0,0,2025-04-30,1,2025-04-30,9,2026.32,2026,Media,organic,monthly,6,1.85,card
U0001073,2024-02-21,US,43,Starter,87.70,24,61,1,0,2025-12-31,0,NULL,23,2017.19,1052,DevTools,marketplace,monthly,8,12.60,card
U0001074,2024-01-11,CA,64,Pro,332.28,37,55,3,0,2025-01-31,1,2025-01-31,13,4319.64,3987,DevTools,organic,monthly,18,12.56,card
U0001075,2024-03-16,US,58,Business,711.94,22,12,0,0,2025-12-31,0,NULL,22,15662.70,8543,FinTech,paid,monthly,22,13.85,card
U0001076,2024-09-23,US,11,Pro,177.82,26,31,1,0,2025-01-31,1,2025-01-31,5,889.09,889,SaaS,organic,monthly,3,5.48,card
U0001077,2024-09-02,US,4,Starter,53.58,8,27,1,0,2025-12-31,0,NULL,16,857.32,643,SaaS,paid,monthly,1,0.59,card
U0001078,2024-01-12,DE,16,Pro,190.24,20,21,2,0,2025-12-31,0,NULL,24,4565.72,2283,E-commerce,organic,annual,5,0.86,card
U0001079,2024-04-12,US,16,Starter,58.65,10,11,1,0,2025-09-30,1,2025-09-30,18,1055.62,704,DevTools,marketplace,monthly,3,10.11,card
U0001080,2024-05-26,US,5,Starter,57.46,7,37,0,0,2025-12-31,0,NULL,20,1149.14,689,E-commerce,organic,monthly,1,5.75,card
U0001081,2025-01-21,CA,43,Starter,82.75,43,47,1,0,2025-12-31,0,NULL,12,992.95,993,Logistics,organic,monthly,7,6.88,card
U0001082,2024-05-01,US,59,Pro,249.07,33,39,2,0,2025-12-31,0,NULL,20,4981.36,2989,Media,outbound,annual,14,8.39,invoice
U0001083,2025-01-22,GB,20,Pro,164.96,49,79,1,0,2025-12-31,0,NULL,12,1979.52,1980,DevTools,organic,annual,5,7.46,card
U0001084,2024-03-13,GB,4,Starter,43.60,11,33,2,0,2024-11-30,1,2024-11-30,9,392.40,392,SaaS,partner,annual,1,9.99,card
U0001085,2024-12-05,US,54,Pro,244.77,30,53,0,0,2025-12-31,0,NULL,13,3182.04,2937,SaaS,partner,monthly,12,18.52,card
U0001086,2024-08-23,SG,4,Starter,54.44,5,25,0,0,2025-05-31,1,2025-05-31,10,544.38,544,FinTech,organic,monthly,1,4.53,invoice
U0001087,2024-11-03,NL,19,Business,392.42,43,39,0,0,2025-12-31,0,NULL,14,5493.95,4709,FinTech,outbound,monthly,5,9.41,card
U0001088,2024-04-16,FR,58,Starter,100.66,13,28,2,0,2025-12-31,0,NULL,21,2113.77,1208,Media,partner,monthly,9,6.62,card
U0001089,2024-10-18,US,17,Starter,65.57,18,30,2,0,2025-12-31,0,NULL,15,983.61,787,DevTools,organic,monthly,3,6.15,invoice
U0001090,2024-02-13,CA,64,Pro,296.85,50,72,1,0,2025-12-31,0,NULL,23,6827.45,3562,SaaS,marketplace,monthly,14,8.52,invoice
U0001091,2025-01-01,IN,35,Pro,251.14,37,58,0,0,2025-12-31,0,NULL,12,3013.65,3014,E-commerce,paid,monthly,11,8.71,card
U0001092,2024-10-15,US,65,Business,726.69,42,41,1,0,2025-12-31,0,NULL,15,10900.40,8720,DevTools,organic,monthly,20,5.30,card
U0001093,2024-05-11,US,119,Starter,115.14,36,26,0,0,2025-12-31,0,NULL,20,2302.78,1382,E-commerce,paid,annual,19,12.42,card
U0001094,2024-03-11,AU,59,Pro,286.24,50,59,1,0,2025-12-31,0,NULL,22,6297.33,3435,SaaS,organic,monthly,17,9.42,card
U0001095,2024-02-08,FR,21,Starter,68.22,21,70,1,0,2025-12-31,0,NULL,23,1569.00,819,SaaS,paid,annual,4,3.71,card
U0001096,2024-05-25,US,26,Pro,180.44,24,55,1,0,2025-12-31,1,2025-12-31,20,3608.72,2165,Media,paid,monthly,6,16.46,card
U0001097,2024-08-01,US,11,Business,354.62,27,27,0,0,2025-12-31,0,NULL,17,6028.54,4255,SaaS,partner,annual,3,4.21,card
U0001098,2024-05-19,NL,24,Pro,184.47,22,21,2,0,2025-10-31,1,2025-10-31,18,3320.48,2214,Logistics,paid,annual,6,1.42,card
U0001099,2024-11-21,US,8,Starter,57.04,7,19,1,1,2025-12-31,0,NULL,14,798.62,685,E-commerce,outbound,monthly,2,8.30,card
U0001100,2024-09-28,US,19,Starter,61.25,41,79,2,0,2025-12-31,0,NULL,16,979.95,735,DevTools,paid,monthly,3,6.09,card
U0001101,2024-06-14,GB,5,Starter,50.90,11,32,0,0,2025-12-31,0,NULL,19,967.02,611,SaaS,organic,monthly,1,8.08,card
U0001102,2024-10-24,DE,141,Pro,393.75,31,26,1,0,2025-12-31,0,NULL,15,5906.20,4725,DevTools,organic,annual,34,18.80,card
U0001103,2024-07-15,US,38,Starter,67.17,20,52,0,0,2025-12-31,0,NULL,18,1208.98,806,DevTools,paid,monthly,7,16.21,card
U0001104,2024-07-28,FR,32,Starter,55.81,20,9,0,0,2025-12-31,0,NULL,18,1004.61,670,Logistics,organic,annual,5,18.52,card
U0001105,2024-09-06,US,37,Starter,80.11,22,32,0,0,2025-12-31,0,NULL,16,1281.82,961,SaaS,organic,annual,8,8.46,card
U0001106,2024-02-25,DE,7,Pro,156.68,12,29,0,1,2024-02-29,1,2024-02-29,1,156.68,157,SaaS,partner,monthly,2,12.00,card
U0001107,2024-06-05,US,25,Pro,192.47,22,14,2,0,2024-08-31,1,2024-08-31,3,577.41,577,Media,outbound,monthly,6,8.13,card
